학교,교사동,파사드,층,X,Y,Z,창면방위
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194311.28,547061.53,9.55,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194311.28,547061.53,13.15,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194312.87,547059.61,2.05,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194312.87,547059.61,5.95,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194312.87,547059.61,9.55,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194312.87,547059.61,13.15,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194314.47,547057.68,2.05,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194314.47,547057.68,5.95,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194314.47,547057.68,9.55,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194314.47,547057.68,13.15,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194316.07,547055.76,2.05,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194316.07,547055.76,5.95,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194316.07,547055.76,9.55,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194316.07,547055.76,13.15,230.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194319.2,547054.54,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194319.2,547054.54,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194319.2,547054.54,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194319.2,547054.54,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194321.18,547056.07,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194321.18,547056.07,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194321.18,547056.07,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194321.18,547056.07,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194323.16,547057.59,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194323.16,547057.59,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194323.16,547057.59,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194323.16,547057.59,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194325.14,547059.12,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194325.14,547059.12,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194325.14,547059.12,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194325.14,547059.12,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194327.12,547060.65,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194327.12,547060.65,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194327.12,547060.65,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194327.12,547060.65,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194329.1,547062.17,2.05,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194329.1,547062.17,5.95,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194329.1,547062.17,9.55,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194329.1,547062.17,13.15,142.4
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194330.43,547063.29,2.05,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194330.43,547063.29,5.95,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194330.43,547063.29,9.55,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194330.43,547063.29,13.15,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194332.33,547064.92,2.05,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194332.33,547064.92,5.95,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194332.33,547064.92,9.55,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194332.33,547064.92,13.15,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194334.22,547066.55,2.05,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194334.22,547066.55,5.95,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194334.22,547066.55,9.55,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194334.22,547066.55,13.15,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194336.11,547068.18,2.05,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194336.11,547068.18,5.95,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194336.11,547068.18,9.55,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194336.11,547068.18,13.15,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194338.01,547069.81,2.05,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194338.01,547069.81,5.95,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194338.01,547069.81,9.55,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194338.01,547069.81,13.15,139.3
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194339.9,547071.54,2.05,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194339.9,547071.54,5.95,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194339.9,547071.54,9.55,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194339.9,547071.54,13.15,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194341.69,547073.28,2.05,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194341.69,547073.28,5.95,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194341.69,547073.28,9.55,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194341.69,547073.28,13.15,135.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194343.02,547074.72,2.05,131.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194343.02,547074.72,5.95,131.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194343.02,547074.72,9.55,131.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194343.02,547074.72,13.15,131.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194344.83,547077.17,2.05,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194344.83,547077.17,5.95,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194344.83,547077.17,9.55,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194344.83,547077.17,13.15,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194346.08,547079.33,2.05,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194346.08,547079.33,5.95,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194346.08,547079.33,9.55,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194346.08,547079.33,13.15,120.1
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194346.79,547080.97,2.05,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194346.79,547080.97,5.95,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194346.79,547080.97,9.55,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194346.79,547080.97,13.15,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194347.67,547083.31,2.05,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194347.67,547083.31,5.95,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194347.67,547083.31,9.55,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194347.67,547083.31,13.15,110.7
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194348.15,547084.91,2.05,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194348.15,547084.91,5.95,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194348.15,547084.91,9.55,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194348.15,547084.91,13.15,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194348.82,547087.32,2.05,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194348.82,547087.32,5.95,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194348.82,547087.32,9.55,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194348.82,547087.32,13.15,105.5
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194349.31,547090.14,2.05,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194349.31,547090.14,5.95,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194349.31,547090.14,9.55,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194349.31,547090.14,13.15,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194349.44,547092.64,2.05,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194349.44,547092.64,5.95,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194349.44,547092.64,9.55,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194349.44,547092.64,13.15,93.0
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194351.25,547093.57,2.05,146.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194351.25,547093.57,5.95,146.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194351.25,547093.57,9.55,146.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194351.25,547093.57,13.15,146.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),1,194352.22,547094.66,2.05,129.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),2,194352.22,547094.66,5.95,129.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),3,194352.22,547094.66,9.55,129.8
여의도중학교,체육관동(정보화센타),체육관동(정보화센타),4,194352.22,547094.66,13.15,129.8
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194288.36,547092.9,2.05,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194288.36,547092.9,5.95,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194288.36,547092.9,9.55,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194288.36,547092.9,13.15,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194288.77,547090.43,2.05,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194288.77,547090.43,5.95,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194288.77,547090.43,9.55,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194288.77,547090.43,13.15,260.7
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194289.33,547088.5,2.05,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194289.33,547088.5,5.95,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194289.33,547088.5,9.55,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194289.33,547088.5,13.15,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194290.2,547086.16,2.05,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194290.2,547086.16,5.95,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194290.2,547086.16,9.55,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194290.2,547086.16,13.15,249.6
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194290.91,547084.79,2.05,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194290.91,547084.79,5.95,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194290.91,547084.79,9.55,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194290.91,547084.79,13.15,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194292.11,547082.59,2.05,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194292.11,547082.59,5.95,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194292.11,547082.59,9.55,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194292.11,547082.59,13.15,241.3
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194293.42,547080.68,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194293.42,547080.68,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194293.42,547080.68,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194293.42,547080.68,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194295.0,547078.75,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194295.0,547078.75,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194295.0,547078.75,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194295.0,547078.75,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194296.58,547076.81,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194296.58,547076.81,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194296.58,547076.81,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194296.58,547076.81,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194298.16,547074.87,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194298.16,547074.87,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194298.16,547074.87,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194298.16,547074.87,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194299.74,547072.93,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194299.74,547072.93,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194299.74,547072.93,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194299.74,547072.93,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194301.31,547070.99,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194301.31,547070.99,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194301.31,547070.99,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194301.31,547070.99,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194302.89,547069.05,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194302.89,547069.05,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194302.89,547069.05,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194302.89,547069.05,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194304.47,547067.11,2.05,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194304.47,547067.11,5.95,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194304.47,547067.11,9.55,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194304.47,547067.11,13.15,230.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194307.18,547066.4,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194307.18,547066.4,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194307.18,547066.4,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194307.18,547066.4,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194309.12,547067.98,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194309.12,547067.98,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194309.12,547067.98,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194309.12,547067.98,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194311.06,547069.56,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194311.06,547069.56,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194311.06,547069.56,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194311.06,547069.56,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194313.0,547071.13,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194313.0,547071.13,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194313.0,547071.13,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194313.0,547071.13,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194314.94,547072.71,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194314.94,547072.71,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194314.94,547072.71,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194314.94,547072.71,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194316.88,547074.28,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194316.88,547074.28,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194316.88,547074.28,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194316.88,547074.28,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194318.82,547075.86,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194318.82,547075.86,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194318.82,547075.86,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194318.82,547075.86,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194320.76,547077.44,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194320.76,547077.44,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194320.76,547077.44,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194320.76,547077.44,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194322.7,547079.01,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194322.7,547079.01,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194322.7,547079.01,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194322.7,547079.01,13.15,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),1,194324.64,547080.59,2.05,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),2,194324.64,547080.59,5.95,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),3,194324.64,547080.59,9.55,140.9
여의도중학교,체육관동 부속(원형부),체육관동 부속(원형부),4,194324.64,547080.59,13.15,140.9
